date,text,platform,cleaned_text,tokenized,normalized,no_stopwords,stemmed,final_text,sentiment_score,sentiment
2026-03-26T11:33:33.000Z,"MBG telah menjelma menjadi ""mesin"" politik, salah satu siasat utk 2029...bayangkan jika nnti salah satu capres  2029 menolak MBG, ancaman kalah di depan mata..krn dapur MBG di seluruh Indonesia akan tutup..mreka akan melawan rakyat MBG. Cerdiknya politik kerdil",twitter,mbg telah menjelma menjadi mesin politik salah satu siasat utk bayangkan jika nnti salah satu capres   menolak mbg ancaman kalah di depan matakrn dapur mbg di seluruh indonesia akan tutupmreka akan melawan rakyat mbg cerdiknya politik kerdil,"['mbg', 'telah', 'menjelma', 'menjadi', 'mesin', 'politik', 'salah', 'satu', 'siasat', 'utk', 'bayangkan', 'jika', 'nnti', 'salah', 'satu', 'capres', 'menolak', 'mbg', 'ancaman', 'kalah', 'di', 'depan', 'matakrn', 'dapur', 'mbg', 'di', 'seluruh', 'indonesia', 'akan', 'tutupmreka', 'akan', 'melawan', 'rakyat', 'mbg', 'cerdiknya', 'politik', 'kerdil']","['mbg', 'telah', 'menjelma', 'menjadi', 'mesin', 'politik', 'salah', 'satu', 'siasat', 'untuk', 'bayangkan', 'jika', 'nanti', 'salah', 'satu', 'capres', 'menolak', 'mbg', 'ancaman', 'kalah', 'di', 'depan', 'matakrn', 'dapur', 'mbg', 'di', 'seluruh', 'indonesia', 'akan', 'tutupmreka', 'akan', 'melawan', 'rakyat', 'mbg', 'cerdiknya', 'politik', 'kerdil']","['mbg', 'menjelma', 'mesin', 'politik', 'salah', 'siasat', 'bayangkan', 'salah', 'capres', 'menolak', 'mbg', 'ancaman', 'kalah', 'matakrn', 'dapur', 'mbg', 'indonesia', 'tutupmreka', 'melawan', 'rakyat', 'mbg', 'cerdiknya', 'politik', 'kerdil']","['mbg', 'jelma', 'mesin', 'politik', 'salah', 'siasat', 'bayang', 'salah', 'capres', 'tolak', 'mbg', 'ancam', 'kalah', 'matakrn', 'dapur', 'mbg', 'indonesia', 'tutupmreka', 'lawan', 'rakyat', 'mbg', 'cerdik', 'politik', 'kerdil']",mbg jelma mesin politik salah siasat bayang salah capres tolak mbg ancam kalah matakrn dapur mbg indonesia tutupmreka lawan rakyat mbg cerdik politik kerdil,-25.0,Negatif
2026-03-26T15:48:14.000Z,"Uang rakyat dari pajak itu, bukan uang punya lo. Jadi jangan sok merasa ATM pribadi, seolah-olah tiap lembar rupiah lahir dari kantong sendiri. Itu hasil keringat orang banyak, bukan hasil yapping pejabat!! Goblok lo",twitter,uang rakyat dari pajak itu bukan uang punya lo jadi jangan sok merasa atm pribadi seolaholah tiap lembar rupiah lahir dari kantong sendiri itu hasil keringat orang banyak bukan hasil yapping pejabat goblok lo,"['uang', 'rakyat', 'dari', 'pajak', 'itu', 'bukan', 'uang', 'punya', 'lo', 'jadi', 'jangan', 'sok', 'merasa', 'atm', 'pribadi', 'seolaholah', 'tiap', 'lembar', 'rupiah', 'lahir', 'dari', 'kantong', 'sendiri', 'itu', 'hasil', 'keringat', 'orang', 'banyak', 'bukan', 'hasil', 'yapping', 'pejabat', 'goblok', 'lo']","['uang', 'rakyat', 'dari', 'pajak', 'itu', 'bukan', 'uang', 'punya', 'lo', 'jadi', 'jangan', 'sok', 'merasa', 'atm', 'pribadi', 'seolaholah', 'tiap', 'lembar', 'rupiah', 'lahir', 'dari', 'kantong', 'sendiri', 'itu', 'hasil', 'keringat', 'orang', 'banyak', 'bukan', 'hasil', 'yapping', 'pejabat', 'goblok', 'lo']","['uang', 'rakyat', 'pajak', 'uang', 'lo', 'sok', 'atm', 'pribadi', 'seolaholah', 'lembar', 'rupiah', 'lahir', 'kantong', 'hasil', 'keringat', 'orang', 'hasil', 'yapping', 'pejabat', 'goblok', 'lo']","['uang', 'rakyat', 'pajak', 'uang', 'lo', 'sok', 'atm', 'pribadi', 'seolaholah', 'lembar', 'rupiah', 'lahir', 'kantong', 'hasil', 'keringat', 'orang', 'hasil', 'yapping', 'jabat', 'goblok', 'lo']",uang rakyat pajak uang lo sok atm pribadi seolaholah lembar rupiah lahir kantong hasil keringat orang hasil yapping jabat goblok lo,-1.0,Negatif
2026-03-27T04:11:05.000Z,"Klo Prabowo keukeuh masih pengen ada MBG, please seminggu 3x aja ga usah 6 hari, bisa hemat anggaran. Anggaran utk 3 hari MBG bisa ke yg pendidikan / kesehatan/ guru honorer.  MBG sesuai janji masih berjalan, sisanya bisa ke hal lain",twitter,klo prabowo keukeuh masih pengen ada mbg please seminggu x aja ga usah  hari bisa hemat anggaran anggaran utk  hari mbg bisa ke yg pendidikan  kesehatan guru honorer  mbg sesuai janji masih berjalan sisanya bisa ke hal lain,"['klo', 'prabowo', 'keukeuh', 'masih', 'pengen', 'ada', 'mbg', 'please', 'seminggu', 'x', 'aja', 'ga', 'usah', 'hari', 'bisa', 'hemat', 'anggaran', 'anggaran', 'utk', 'hari', 'mbg', 'bisa', 'ke', 'yg', 'pendidikan', 'kesehatan', 'guru', 'honorer', 'mbg', 'sesuai', 'janji', 'masih', 'berjalan', 'sisanya', 'bisa', 'ke', 'hal', 'lain']","['kalo', 'prabowo', 'keukeuh', 'masih', 'pengin', 'ada', 'mbg', 'please', 'seminggu', 'kali', 'saja', 'tidak', 'usah', 'hari', 'bisa', 'hemat', 'anggaran', 'anggaran', 'untuk', 'hari', 'mbg', 'bisa', 'ke', 'yang', 'pendidikan', 'kesehatan', 'guru', 'honorer', 'mbg', 'sesuai', 'janji', 'masih', 'berjalan', 'sisanya', 'bisa', 'ke', 'hal', 'lain']","['kalo', 'prabowo', 'keukeuh', 'pengin', 'mbg', 'please', 'seminggu', 'kali', 'hemat', 'anggaran', 'anggaran', 'mbg', 'pendidikan', 'kesehatan', 'guru', 'honorer', 'mbg', 'sesuai', 'janji', 'berjalan', 'sisanya']","['kalo', 'prabowo', 'keukeuh', 'pengin', 'mbg', 'please', 'minggu', 'kali', 'hemat', 'anggar', 'anggar', 'mbg', 'didik', 'sehat', 'guru', 'honorer', 'mbg', 'sesuai', 'janji', 'jalan', 'sisa']",kalo prabowo keukeuh pengin mbg please minggu kali hemat anggar anggar mbg didik sehat guru honorer mbg sesuai janji jalan sisa,-2.0,Negatif
2026-03-26T13:45:26.000Z,Pak kalo ada uang ga usah ada pemotongan anggaran dong,twitter,pak kalo ada uang ga usah ada pemotongan anggaran dong,"['pak', 'kalo', 'ada', 'uang', 'ga', 'usah', 'ada', 'pemotongan', 'anggaran', 'dong']","['pak', 'kalau', 'ada', 'uang', 'tidak', 'usah', 'ada', 'pemotongan', 'anggaran', 'dong']","['uang', 'pemotongan', 'anggaran']","['uang', 'potong', 'anggar']",uang potong anggar,1.0,Positif
2026-03-26T19:29:56.000Z,Kimak,twitter,kimak,['kimak'],['kimak'],['kimak'],['kimak'],kimak,0.0,Netral
2026-03-25T13:38:21.000Z,"Tukokno roket ae boss, nek luput yo roket chicken wae",twitter,tukokno roket ae boss nek luput yo roket chicken wae,"['tukokno', 'roket', 'ae', 'boss', 'nek', 'luput', 'yo', 'roket', 'chicken', 'wae']","['tukokno', 'roket', 'saja', 'bos', 'nek', 'luput', 'ya', 'roket', 'chicken', 'wae']","['tukokno', 'roket', 'bos', 'nek', 'luput', 'roket', 'chicken', 'wae']","['tukokno', 'roket', 'bos', 'nek', 'luput', 'roket', 'chicken', 'wae']",tukokno roket bos nek luput roket chicken wae,0.0,Netral
2026-03-27T00:16:58.000Z,tol...,twitter,tol,['tol'],['tol'],['tol'],['tol'],tol,0.0,Netral
2026-03-26T11:29:32.000Z,Uang kita??????,twitter,uang kita,"['uang', 'kita']","['uang', 'kita']",['uang'],['uang'],uang,0.0,Netral
2026-03-27T08:46:51.000Z,Udah bingung mau hujat dia kek gmn lg asli.,twitter,udah bingung mau hujat dia kek gmn lg asli,"['udah', 'bingung', 'mau', 'hujat', 'dia', 'kek', 'gmn', 'lg', 'asli']","['sudah', 'bingung', 'mau', 'hujat', 'dia', 'kayak', 'bagaimana', 'lagi', 'asli']","['bingung', 'hujat', 'kayak', 'asli']","['bingung', 'hujat', 'kayak', 'asli']",bingung hujat kayak asli,-6.0,Negatif
2026-03-27T01:09:30.000Z,"Berarti bisa dong harusnya ningkatin kesejahteraan guru, dosen, nakes",twitter,berarti bisa dong harusnya ningkatin kesejahteraan guru dosen nakes,"['berarti', 'bisa', 'dong', 'harusnya', 'ningkatin', 'kesejahteraan', 'guru', 'dosen', 'nakes']","['berarti', 'bisa', 'dong', 'harusnya', 'ningkatin', 'kesejahteraan', 'guru', 'dosen', 'nakes']","['ningkatin', 'kesejahteraan', 'guru', 'dosen', 'nakes']","['ningkatin', 'sejahtera', 'guru', 'dosen', 'nakes']",ningkatin sejahtera guru dosen nakes,3.0,Positif
2026-03-26T14:09:40.000Z,Anjay,twitter,anjay,['anjay'],['anjay'],['anjay'],['anjay'],anjay,-3.0,Negatif
2026-03-31T22:11:28.000Z,x.com/weathermonitor …,twitter,xcomweathermonitor,['xcomweathermonitor'],['xcomweathermonitor'],['xcomweathermonitor'],['xcomweathermonitor'],xcomweathermonitor,0.0,Netral
2026-03-25T08:32:15.000Z,"Uang kita ada uang kita ada eh pak mending buat pendidikan lebih penting, tuh guru honorer liat ngga?? Buta kalii. Atau ngga bencana sumatera deh pada beloman semua nyala grgr pembohong bahlil pasti. Kekeh amat, murid juga udh pada makan di rumah. Yg kasian ortunya",twitter,uang kita ada uang kita ada eh pak mending buat pendidikan lebih penting tuh guru honorer liat ngga buta kalii atau ngga bencana sumatera deh pada beloman semua nyala grgr pembohong bahlil pasti kekeh amat murid juga udh pada makan di rumah yg kasian ortunya,"['uang', 'kita', 'ada', 'uang', 'kita', 'ada', 'eh', 'pak', 'mending', 'buat', 'pendidikan', 'lebih', 'penting', 'tuh', 'guru', 'honorer', 'liat', 'ngga', 'buta', 'kalii', 'atau', 'ngga', 'bencana', 'sumatera', 'deh', 'pada', 'beloman', 'semua', 'nyala', 'grgr', 'pembohong', 'bahlil', 'pasti', 'kekeh', 'amat', 'murid', 'juga', 'udh', 'pada', 'makan', 'di', 'rumah', 'yg', 'kasian', 'ortunya']","['uang', 'kita', 'ada', 'uang', 'kita', 'ada', 'eh', 'pak', 'mending', 'buat', 'pendidikan', 'lebih', 'penting', 'tuh', 'guru', 'honorer', 'lihat', 'enggak', 'buta', 'kali', 'atau', 'enggak', 'bencana', 'sumatera', 'deh', 'pada', 'beloman', 'semua', 'nyala', 'gara-gara', 'pembohong', 'bahlil', 'pasti', 'kekeh', 'amat', 'murid', 'juga', 'sudah', 'pada', 'makan', 'di', 'rumah', 'yang', 'kasihan', 'orang tuanya']","['uang', 'uang', 'eh', 'mending', 'pendidikan', 'tuh', 'guru', 'honorer', 'lihat', 'buta', 'kali', 'bencana', 'sumatera', 'beloman', 'nyala', 'gara-gara', 'pembohong', 'bahlil', 'kekeh', 'murid', 'makan', 'rumah', 'kasihan', 'orang tuanya']","['uang', 'uang', 'eh', 'mending', 'didik', 'tuh', 'guru', 'honorer', 'lihat', 'buta', 'kali', 'bencana', 'sumatera', 'bom', 'nyala', 'gara-gara', 'bohong', 'bahlil', 'kekeh', 'murid', 'makan', 'rumah', 'kasihan', 'orang', 'tua']",uang uang eh mending didik tuh guru honorer lihat buta kali bencana sumatera bom nyala gara-gara bohong bahlil kekeh murid makan rumah kasihan orang tua,-23.0,Negatif
2026-03-25T06:38:57.000Z,kemarin yg bilang defisit APBN siapa tolong,twitter,kemarin yg bilang defisit apbn siapa tolong,"['kemarin', 'yg', 'bilang', 'defisit', 'apbn', 'siapa', 'tolong']","['kemarin', 'yang', 'bilang', 'defisit', 'apbn', 'siapa', 'tolong']","['kemarin', 'bilang', 'defisit', 'apbn', 'tolong']","['kemarin', 'bilang', 'defisit', 'apbn', 'tolong']",kemarin bilang defisit apbn tolong,-5.0,Negatif
2026-03-25T18:12:42.000Z,uang kami,twitter,uang kami,"['uang', 'kami']","['uang', 'kami']",['uang'],['uang'],uang,0.0,Netral
2026-03-25T07:14:45.000Z,"Itu bukan duit lu, wok",twitter,itu bukan duit lu wok,"['itu', 'bukan', 'duit', 'lu', 'wok']","['itu', 'bukan', 'duit', 'kamu', 'wok']","['duit', 'wok']","['duit', 'wok']",duit wok,0.0,Netral
2026-03-26T11:57:48.000Z,Ndableg banget sih boomer satu ini,twitter,ndableg banget sih boomer satu ini,"['ndableg', 'banget', 'sih', 'boomer', 'satu', 'ini']","['ndableg', 'banget', 'sih', 'boomer', 'satu', 'ini']","['ndableg', 'banget', 'boomer']","['ndableg', 'banget', 'boomer']",ndableg banget boomer,1.0,Positif
2026-03-26T10:48:40.000Z,OMON OMON Ceo MBG,twitter,omon omon ceo mbg,"['omon', 'omon', 'ceo', 'mbg']","['omon', 'omon', 'ceo', 'mbg']","['omon', 'omon', 'ceo', 'mbg']","['omon', 'omon', 'ceo', 'mbg']",omon omon ceo mbg,0.0,Netral
2026-03-26T17:25:22.000Z,bagi dikit klo adaaa. gw ga ada bjirrr,twitter,bagi dikit klo adaaa gw ga ada bjirrr,"['bagi', 'dikit', 'klo', 'adaaa', 'gw', 'ga', 'ada', 'bjirrr']","['bagi', 'dikit', 'kalo', 'adaaa', 'saya', 'tidak', 'ada', 'bjirrr']","['dikit', 'kalo', 'adaaa', 'bjirrr']","['dikit', 'kalo', 'adaaa', 'bjirrr']",dikit kalo adaaa bjirrr,-4.0,Negatif
2026-03-25T10:51:47.000Z,Menuju Indonesia bubar 2030,twitter,menuju indonesia bubar,"['menuju', 'indonesia', 'bubar']","['menuju', 'indonesia', 'bubar']","['indonesia', 'bubar']","['indonesia', 'bubar']",indonesia bubar,0.0,Netral
2026-03-26T12:26:07.000Z,bos?,twitter,bos,['bos'],['bos'],['bos'],['bos'],bos,3.0,Positif
2026-03-26T12:25:16.000Z,"Terserah aja lah wo, rakyat cm ga rela uang nya di korupsi, maksa bngt sih..",twitter,terserah aja lah wo rakyat cm ga rela uang nya di korupsi maksa bngt sih,"['terserah', 'aja', 'lah', 'wo', 'rakyat', 'cm', 'ga', 'rela', 'uang', 'nya', 'di', 'korupsi', 'maksa', 'bngt', 'sih']","['terserah', 'saja', 'lah', 'wo', 'rakyat', 'cuma', 'tidak', 'rela', 'uang', 'di', 'korupsi', 'maksa', 'banget', 'sih']","['terserah', 'wo', 'rakyat', 'rela', 'uang', 'korupsi', 'maksa', 'banget']","['serah', 'wo', 'rakyat', 'rela', 'uang', 'korupsi', 'maksa', 'banget']",serah wo rakyat rela uang korupsi maksa banget,-14.0,Negatif
2026-03-25T09:25:50.000Z,uange sopo ik?,twitter,uange sopo ik,"['uange', 'sopo', 'ik']","['uange', 'sopo', 'ik']","['uange', 'sopo', 'ik']","['uange', 'sopo', 'ik']",uange sopo ik,0.0,Netral
2026-03-26T19:50:43.000Z,Mmg ada tapi boleh ngutang....g apapa tekor yg penting kesohor... wo wo gue pikir elo pintar ga taunya ...,twitter,mmg ada tapi boleh ngutangg apapa tekor yg penting kesohor wo wo gue pikir elo pintar ga taunya,"['mmg', 'ada', 'tapi', 'boleh', 'ngutangg', 'apapa', 'tekor', 'yg', 'penting', 'kesohor', 'wo', 'wo', 'gue', 'pikir', 'elo', 'pintar', 'ga', 'taunya']","['memang', 'ada', 'tapi', 'boleh', 'ngutangg', 'apapa', 'tekor', 'yang', 'penting', 'kesohor', 'wo', 'wo', 'gue', 'pikir', 'kamu', 'pintar', 'tidak', 'taunya']","['ngutangg', 'apapa', 'tekor', 'kesohor', 'wo', 'wo', 'gue', 'pikir', 'pintar', 'taunya']","['ngutangg', 'apapa', 'tekor', 'kesohor', 'wo', 'wo', 'gue', 'pikir', 'pintar', 'tau']",ngutangg apapa tekor kesohor wo wo gue pikir pintar tau,-1.0,Negatif
2026-03-26T13:45:17.000Z,CAPEK BANGET YA ALLAH CAPEKKKKK,twitter,capek banget ya allah capekkkkk,"['capek', 'banget', 'ya', 'allah', 'capekkkkk']","['capek', 'banget', 'ya', 'allah', 'capekkkkk']","['capek', 'banget', 'allah', 'capekkkkk']","['capek', 'banget', 'allah', 'capekkkkk']",capek banget allah capekkkkk,2.0,Positif
2026-03-25T16:46:38.000Z,stress,twitter,stress,['stress'],['stres'],['stres'],['stres'],stres,-4.0,Negatif
2026-03-25T07:54:42.000Z,what is actually the intention of the program?,twitter,what is actually the intention of the program,"['what', 'is', 'actually', 'the', 'intention', 'of', 'the', 'program']","['what', 'is', 'actually', 'the', 'intention', 'of', 'the', 'program']","['what', 'is', 'actually', 'the', 'intention', 'of', 'the', 'program']","['what', 'is', 'actually', 'the', 'intention', 'of', 'the', 'program']",what is actually the intention of the program,0.0,Netral
2026-03-29T02:11:29.000Z,Bangsa ini melupakan ajaran dan prinsip kenegaraan yg di usung oleh para pendiri bangsa!  Seorang Nahkoda dihadapkan Badai maka dia akan mengutamakan keselamatan kapal dan isinya buang beban yg memberatkan kapal Bkn soal enak gak enak tapi beban !,twitter,bangsa ini melupakan ajaran dan prinsip kenegaraan yg di usung oleh para pendiri bangsa  seorang nahkoda dihadapkan badai maka dia akan mengutamakan keselamatan kapal dan isinya buang beban yg memberatkan kapal bkn soal enak gak enak tapi beban,"['bangsa', 'ini', 'melupakan', 'ajaran', 'dan', 'prinsip', 'kenegaraan', 'yg', 'di', 'usung', 'oleh', 'para', 'pendiri', 'bangsa', 'seorang', 'nahkoda', 'dihadapkan', 'badai', 'maka', 'dia', 'akan', 'mengutamakan', 'keselamatan', 'kapal', 'dan', 'isinya', 'buang', 'beban', 'yg', 'memberatkan', 'kapal', 'bkn', 'soal', 'enak', 'gak', 'enak', 'tapi', 'beban']","['bangsa', 'ini', 'melupakan', 'ajaran', 'dan', 'prinsip', 'kenegaraan', 'yang', 'di', 'usung', 'oleh', 'para', 'pendiri', 'bangsa', 'seorang', 'nahkoda', 'dihadapkan', 'badai', 'maka', 'dia', 'akan', 'mengutamakan', 'keselamatan', 'kapal', 'dan', 'isinya', 'buang', 'beban', 'yang', 'memberatkan', 'kapal', 'bukan', 'soal', 'enak', 'tidak', 'enak', 'tapi', 'beban']","['bangsa', 'melupakan', 'ajaran', 'prinsip', 'kenegaraan', 'usung', 'pendiri', 'bangsa', 'nahkoda', 'dihadapkan', 'badai', 'mengutamakan', 'keselamatan', 'kapal', 'isinya', 'buang', 'beban', 'memberatkan', 'kapal', 'enak', 'enak', 'beban']","['bangsa', 'lupa', 'ajar', 'prinsip', 'negara', 'usung', 'diri', 'bangsa', 'nahkoda', 'hadap', 'badai', 'utama', 'selamat', 'kapal', 'isi', 'buang', 'beban', 'berat', 'kapal', 'enak', 'enak', 'beban']",bangsa lupa ajar prinsip negara usung diri bangsa nahkoda hadap badai utama selamat kapal isi buang beban berat kapal enak enak beban,-38.0,Negatif
2026-03-25T06:50:15.000Z,Mending gaji guru dgn layak,twitter,mending gaji guru dgn layak,"['mending', 'gaji', 'guru', 'dgn', 'layak']","['mending', 'gaji', 'guru', 'dengan', 'layak']","['mending', 'gaji', 'guru', 'layak']","['mending', 'gaji', 'guru', 'layak']",mending gaji guru layak,-5.0,Negatif
2026-03-25T08:21:15.000Z,biji lu yang kagak ada ,twitter,biji lu yang kagak ada,"['biji', 'lu', 'yang', 'kagak', 'ada']","['biji', 'kamu', 'yang', 'kagak', 'ada']","['biji', 'kagak']","['biji', 'kagak']",biji kagak,-3.0,Negatif
2026-04-04T15:35:19.000Z,"Efisiensi kemana-mana, dampaknya kemana-mana? Dipaksakan ada itu, bukan emang ada Gilaaa",twitter,efisiensi kemanamana dampaknya kemanamana dipaksakan ada itu bukan emang ada gilaaa,"['efisiensi', 'kemanamana', 'dampaknya', 'kemanamana', 'dipaksakan', 'ada', 'itu', 'bukan', 'emang', 'ada', 'gilaaa']","['efisiensi', 'kemanamana', 'dampaknya', 'kemanamana', 'dipaksakan', 'ada', 'itu', 'bukan', 'memang', 'ada', 'gila']","['efisiensi', 'kemanamana', 'dampaknya', 'kemanamana', 'dipaksakan', 'gila']","['efisiensi', 'kemanamana', 'dampak', 'kemanamana', 'paksa', 'gila']",efisiensi kemanamana dampak kemanamana paksa gila,-12.0,Negatif
2026-03-26T12:01:24.000Z,LOL utang negara ,twitter,lol utang negara,"['lol', 'utang', 'negara']","['lol', 'utang', 'negara']","['lol', 'utang', 'negara']","['lol', 'utang', 'negara']",lol utang negara,-4.0,Negatif
2026-03-26T17:18:21.000Z,"Uang kita???? Astaghfirullah pak presiden, kenapa sih mpean kok tone deaf...dableg ..",twitter,uang kita astaghfirullah pak presiden kenapa sih mpean kok tone deafdableg,"['uang', 'kita', 'astaghfirullah', 'pak', 'presiden', 'kenapa', 'sih', 'mpean', 'kok', 'tone', 'deafdableg']","['uang', 'kita', 'astaghfirullah', 'pak', 'presiden', 'kenapa', 'sih', 'mpean', 'kok', 'tone', 'deafdableg']","['uang', 'astaghfirullah', 'presiden', 'mpean', 'tone', 'deafdableg']","['uang', 'astaghfirullah', 'presiden', 'mpean', 'tone', 'deafdableg']",uang astaghfirullah presiden mpean tone deafdableg,0.0,Netral
2026-03-28T02:24:36.000Z,Cabut mandat presiden dan wapres yg skrg,twitter,cabut mandat presiden dan wapres yg skrg,"['cabut', 'mandat', 'presiden', 'dan', 'wapres', 'yg', 'skrg']","['cabut', 'mandat', 'presiden', 'dan', 'wapres', 'yang', 'sekarang']","['cabut', 'mandat', 'presiden', 'wapres']","['cabut', 'mandat', 'presiden', 'wapres']",cabut mandat presiden wapres,-2.0,Negatif
2026-03-28T00:43:45.000Z,yauda buat yg lain ndut,twitter,yauda buat yg lain ndut,"['yauda', 'buat', 'yg', 'lain', 'ndut']","['yauda', 'buat', 'yang', 'lain', 'gendut']","['yauda', 'gendut']","['yauda', 'gendut']",yauda gendut,-7.0,Negatif
2026-03-26T11:42:59.000Z,Kepala Batu,twitter,kepala batu,"['kepala', 'batu']","['kepala', 'batu']","['kepala', 'batu']","['kepala', 'batu']",kepala batu,-2.0,Negatif
2026-03-25T16:29:09.000Z,Gendeng,twitter,gendeng,['gendeng'],['gendeng'],['gendeng'],['gendeng'],gendeng,-2.0,Negatif
2026-03-25T07:35:20.000Z,Iyaa bener uang masyarakat ada di situ.  Semua operasional ini dibayarkan pake duit masyarakat yang disetor ke negara.,twitter,iyaa bener uang masyarakat ada di situ  semua operasional ini dibayarkan pake duit masyarakat yang disetor ke negara,"['iyaa', 'bener', 'uang', 'masyarakat', 'ada', 'di', 'situ', 'semua', 'operasional', 'ini', 'dibayarkan', 'pake', 'duit', 'masyarakat', 'yang', 'disetor', 'ke', 'negara']","['iya', 'benar', 'uang', 'masyarakat', 'ada', 'di', 'situ', 'semua', 'operasional', 'ini', 'dibayarkan', 'pakai', 'duit', 'masyarakat', 'yang', 'disetor', 'ke', 'negara']","['iya', 'uang', 'masyarakat', 'situ', 'operasional', 'dibayarkan', 'pakai', 'duit', 'masyarakat', 'disetor', 'negara']","['iya', 'uang', 'masyarakat', 'situ', 'operasional', 'bayar', 'pakai', 'duit', 'masyarakat', 'setor', 'negara']",iya uang masyarakat situ operasional bayar pakai duit masyarakat setor negara,-3.0,Negatif
2026-03-27T01:25:02.000Z,"FUCK YOU PRABOWO, FUCK YOU, FUCK UR KIDS, FUCK UR MAMA, FUCK UR WIFE, FUCK UR SHIT, FUCK UR GOALS. FUCK UR BRAIN,",twitter,fuck you prabowo fuck you fuck ur kids fuck ur mama fuck ur wife fuck ur shit fuck ur goals fuck ur brain,"['fuck', 'you', 'prabowo', 'fuck', 'you', 'fuck', 'ur', 'kids', 'fuck', 'ur', 'mama', 'fuck', 'ur', 'wife', 'fuck', 'ur', 'shit', 'fuck', 'ur', 'goals', 'fuck', 'ur', 'brain']","['fuck', 'you', 'prabowo', 'fuck', 'you', 'fuck', 'ur', 'kids', 'fuck', 'ur', 'mama', 'fuck', 'ur', 'wife', 'fuck', 'ur', 'shit', 'fuck', 'ur', 'goals', 'fuck', 'ur', 'brain']","['fuck', 'you', 'prabowo', 'fuck', 'you', 'fuck', 'ur', 'kids', 'fuck', 'ur', 'mama', 'fuck', 'ur', 'wife', 'fuck', 'ur', 'shit', 'fuck', 'ur', 'goals', 'fuck', 'ur', 'brain']","['fuck', 'you', 'prabowo', 'fuck', 'you', 'fuck', 'ur', 'kids', 'fuck', 'ur', 'mama', 'fuck', 'ur', 'wife', 'fuck', 'ur', 'shit', 'fuck', 'ur', 'goals', 'fuck', 'ur', 'brain']",fuck you prabowo fuck you fuck ur kids fuck ur mama fuck ur wife fuck ur shit fuck ur goals fuck ur brain,4.0,Positif
2026-03-26T13:44:36.000Z,Bangun wok jangan mimpi terus,twitter,bangun wok jangan mimpi terus,"['bangun', 'wok', 'jangan', 'mimpi', 'terus']","['bangun', 'wok', 'jangan', 'mimpi', 'terus']","['bangun', 'wok', 'mimpi']","['bangun', 'wok', 'mimpi']",bangun wok mimpi,2.0,Positif
2026-03-26T11:22:07.000Z,Heran kok masih banyak yang dukung dia? Nunggu Indonesia bubar dulu apa?,twitter,heran kok masih banyak yang dukung dia nunggu indonesia bubar dulu apa,"['heran', 'kok', 'masih', 'banyak', 'yang', 'dukung', 'dia', 'nunggu', 'indonesia', 'bubar', 'dulu', 'apa']","['heran', 'kok', 'masih', 'banyak', 'yang', 'dukung', 'dia', 'menunggu', 'indonesia', 'bubar', 'dulu', 'apa']","['heran', 'dukung', 'menunggu', 'indonesia', 'bubar']","['heran', 'dukung', 'tunggu', 'indonesia', 'bubar']",heran dukung tunggu indonesia bubar,-1.0,Negatif
2026-03-25T09:46:17.000Z,Diem gk lo,twitter,diem gk lo,"['diem', 'gk', 'lo']","['diam', 'tidak', 'lo']","['diam', 'lo']","['diam', 'lo']",diam lo,-3.0,Negatif
2026-03-27T17:39:07.000Z,Pake uang pribadi lu aja gimana,twitter,pake uang pribadi lu aja gimana,"['pake', 'uang', 'pribadi', 'lu', 'aja', 'gimana']","['pakai', 'uang', 'pribadi', 'kamu', 'saja', 'bagaimana']","['pakai', 'uang', 'pribadi']","['pakai', 'uang', 'pribadi']",pakai uang pribadi,0.0,Netral
2026-03-25T08:29:19.000Z,“Uang Kita Ada”,twitter,uang kita ada,"['uang', 'kita', 'ada']","['uang', 'kita', 'ada']",['uang'],['uang'],uang,0.0,Netral
2026-03-25T08:49:00.000Z,that mf not giving us hope.,twitter,that mf not giving us hope,"['that', 'mf', 'not', 'giving', 'us', 'hope']","['that', 'maaf', 'not', 'giving', 'us', 'hope']","['that', 'maaf', 'not', 'giving', 'us', 'hope']","['that', 'maaf', 'not', 'giving', 'us', 'hope']",that maaf not giving us hope,-3.0,Negatif
2026-03-27T05:08:46.000Z,nah bedain uang pribadi sama uang punya orang banyak aja gak mampu. modelan begini kok sok2an jadi leader ,twitter,nah bedain uang pribadi sama uang punya orang banyak aja gak mampu modelan begini kok sokan jadi leader,"['nah', 'bedain', 'uang', 'pribadi', 'sama', 'uang', 'punya', 'orang', 'banyak', 'aja', 'gak', 'mampu', 'modelan', 'begini', 'kok', 'sokan', 'jadi', 'leader']","['nah', 'membedakan', 'uang', 'pribadi', 'sama', 'uang', 'punya', 'orang', 'banyak', 'saja', 'tidak', 'mampu', 'modelan', 'begini', 'kok', 'sokan', 'jadi', 'leader']","['membedakan', 'uang', 'pribadi', 'uang', 'orang', 'modelan', 'sokan', 'leader']","['beda', 'uang', 'pribadi', 'uang', 'orang', 'model', 'sok', 'leader']",beda uang pribadi uang orang model sok leader,1.0,Positif
2026-03-25T07:38:01.000Z,Adaaaa… di kantong siapa?,twitter,adaaaa di kantong siapa,"['adaaaa', 'di', 'kantong', 'siapa']","['adaaaa', 'di', 'kantong', 'siapa']","['adaaaa', 'kantong']","['adaaaa', 'kantong']",adaaaa kantong,1.0,Positif
